,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
5237,180026.0,1,7.5,1127232.0,6.0,0,5,9769.42,23.9,19.0,0.0,76456.0,1967328.0,0.0,0.0
5238,179388.0,1,7.0,484177.0,3.0,2,3,10207.75,19.6,20.0,1.0,178334.0,316206.0,1.0,0.0
5239,129052.0,1,7.0,759772.0,1.0,0,3,17981.22,18.0,11.0,0.0,318060.0,490402.0,0.0,0.0
5240,218262.0,1,7.0,1286357.0,10.0,0,3,18330.63,33.1,9.0,0.0,423149.0,513040.0,0.0,0.0
5241,165484.0,1,7.0,824923.0,4.0,0,3,16636.02,18.0,9.0,1.0,311087.0,457710.0,1.0,0.0
5242,664796.0,1,7.0,1275869.0,10.0,1,3,29132.13,36.5,16.0,0.0,149644.0,288772.0,0.0,0.0
5243,90772.0,1,7.0,1197361.0,10.0,2,3,12173.11,15.1,9.0,0.0,70927.0,162954.0,0.0,0.0
5244,664686.0,0,6.5,2200523.0,2.0,0,3,54462.74,25.5,12.0,0.0,647273.0,864446.0,0.0,0.0
5245,182336.0,1,7.0,1174162.0,8.0,0,5,13549.66,29.5,12.0,0.0,90345.0,306768.0,0.0,0.0
5246,237336.0,0,7.0,1706580.0,10.0,0,3,29296.1,17.7,14.0,0.0,174154.0,311212.0,0.0,0.0
5247,548130.0,0,6.5,1496896.0,7.0,2,3,25072.97,13.0,5.0,0.0,123652.0,457402.0,0.0,0.0
5248,331958.0,1,6.5,1815659.0,6.0,0,3,21333.96,20.4,14.0,1.0,317737.0,699424.0,1.0,0.0
5249,430804.0,1,7.0,1354282.0,3.0,2,7,8656.21,23.3,8.0,0.0,167219.0,845526.0,0.0,0.0
5250,123002.0,1,7.0,1174162.0,5.0,1,3,2445.87,12.0,5.0,0.0,70813.0,103532.0,0.0,0.0
5251,162294.0,1,7.0,489630.0,9.0,2,3,6202.17,14.5,5.0,0.0,113810.0,166606.0,0.0,0.0
5252,103686.0,1,7.0,596942.0,1.0,2,11,7760.17,4.4,7.0,1.0,81491.0,270336.0,0.0,0.0
5253,259534.0,1,7.0,1046026.0,6.0,1,3,11331.98,17.5,10.0,0.0,171171.0,272624.0,0.0,0.0
5254,259930.0,0,7.0,1711729.0,4.0,0,3,27102.36,17.1,9.0,0.0,522329.0,868956.0,0.0,0.0
5255,166826.0,1,6.5,1037286.0,1.0,2,3,10372.86,23.4,13.0,1.0,125571.0,489544.0,1.0,0.0
5256,70598.0,1,7.0,469015.0,4.0,0,5,6448.98,14.6,3.0,1.0,28443.0,131736.0,1.0,0.0
5257,44462.0,1,6.5,717231.0,10.0,2,11,10519.35,30.4,13.0,1.0,238925.0,515196.0,1.0,0.0
5258,155364.0,1,7.0,1174162.0,9.0,2,3,18975.49,14.0,7.0,1.0,72523.0,88770.0,1.0,0.0
5259,62744.0,1,7.0,399323.0,7.0,0,11,2319.52,9.7,5.0,0.0,13015.0,150590.0,0.0,0.0
5260,87252.0,1,7.5,1789667.0,2.0,0,3,16121.88,14.6,9.0,0.0,315609.0,609070.0,0.0,0.0
5261,220110.0,1,7.0,665342.0,7.0,1,3,13528.57,10.8,19.0,0.0,307781.0,398200.0,0.0,0.0
5262,270094.0,1,7.0,1428135.0,10.0,0,3,28443.76,19.5,16.0,0.0,489668.0,846230.0,0.0,0.0
5263,337568.0,0,6.5,874589.0,10.0,2,5,6216.99,13.5,10.0,0.0,275861.0,1621422.0,0.0,0.0
5264,269852.0,0,6.5,4039742.0,7.0,0,3,35011.11,26.2,14.0,0.0,236284.0,510444.0,0.0,0.0
5265,224246.0,1,6.5,1549336.0,8.0,2,6,3602.21,6.6,7.0,0.0,133760.0,257730.0,0.0,0.0
5266,132880.0,1,7.5,607791.0,7.0,0,2,9258.51,14.7,4.0,0.0,42142.0,64196.0,0.0,0.0
5267,312136.0,1,7.0,1444095.0,2.0,2,3,6992.0,16.8,6.0,0.0,285551.0,477114.0,0.0,0.0
5268,263164.0,0,7.0,1174162.0,10.0,0,3,32590.13,16.0,20.0,0.0,380646.0,994906.0,0.0,0.0
5269,481140.0,0,6.5,930620.0,6.0,2,3,24273.64,12.0,13.0,0.0,409108.0,633292.0,0.0,0.0
5270,132110.0,1,7.0,336661.0,2.0,2,3,505.02,9.7,7.0,0.0,51509.0,158202.0,0.0,0.0
5271,259644.0,1,7.0,672714.0,5.0,1,3,14183.12,14.5,10.0,0.0,1306801.0,2360600.0,0.0,0.0
5272,262042.0,1,7.0,1174162.0,4.0,2,3,34638.52,24.2,10.0,0.0,711227.0,1286758.0,0.0,0.0
5273,249326.0,1,7.5,1174162.0,1.0,2,3,13878.93,12.9,16.0,0.0,30058.0,274010.0,0.0,0.0
5274,156178.0,1,7.0,1541584.0,6.0,0,3,26078.45,18.6,14.0,1.0,183084.0,457864.0,1.0,0.0
5275,312004.0,1,7.5,1405031.0,10.0,0,3,24119.74,17.3,12.0,0.0,541158.0,968462.0,0.0,0.0
5276,214830.0,1,7.0,1669815.0,10.0,0,3,16419.8,16.7,5.0,0.0,56487.0,74338.0,0.0,0.0
5277,67012.0,1,7.0,771628.0,1.0,2,7,7645.41,12.3,4.0,0.0,247.0,32252.0,0.0,0.0
5278,288332.0,1,7.0,1147790.0,4.0,0,3,13103.92,9.4,16.0,1.0,87419.0,937332.0,1.0,0.0
5279,554246.0,1,7.5,1818908.0,10.0,1,3,12216.81,24.5,10.0,0.0,547143.0,1759824.0,0.0,0.0
5280,568722.0,1,6.5,1609167.0,2.0,2,9,45726.92,13.3,11.0,1.0,387201.0,669196.0,1.0,0.0
5281,278454.0,1,7.0,901778.0,10.0,2,3,20440.39,13.5,15.0,0.0,175313.0,369776.0,0.0,0.0
5282,308924.0,1,7.0,2496467.0,10.0,0,5,28917.43,14.4,9.0,0.0,1590832.0,2117280.0,0.0,0.0
5283,263846.0,0,7.0,835506.0,1.0,0,3,14760.34,15.2,10.0,0.0,189183.0,312026.0,0.0,0.0
5284,219736.0,1,7.0,531354.0,5.0,2,3,17136.48,15.0,9.0,1.0,174781.0,261470.0,1.0,0.0
5285,111562.0,1,6.5,1174162.0,3.0,0,3,17760.82,18.8,9.0,0.0,0.0,0.0,0.0,0.0
5286,214808.0,1,7.5,2114890.0,1.0,0,3,12900.81,17.5,16.0,0.0,429913.0,1352714.0,0.0,0.0
5287,117216.0,1,6.5,370234.0,1.0,2,1,2989.65,26.6,8.0,0.0,99104.0,480084.0,0.0,0.0
5288,349228.0,1,7.0,5654970.0,3.0,0,9,41281.3,17.2,14.0,0.0,2341636.0,10117008.0,0.0,0.0
5289,158422.0,0,7.0,1174162.0,7.0,2,11,2791.48,9.8,6.0,0.0,109668.0,169532.0,0.0,0.0
5290,756448.0,1,7.0,4293088.0,10.0,0,5,30695.64,29.2,8.0,0.0,681511.0,71738788.0,0.0,0.0
5291,291038.0,1,7.0,1174162.0,2.0,2,7,18440.26,32.4,5.0,0.0,174287.0,1588950.0,0.0,0.0
5292,165924.0,1,7.0,531468.0,5.0,1,6,4916.06,12.9,9.0,1.0,41572.0,158334.0,0.0,0.0
5293,758076.0,1,7.0,1496440.0,10.0,0,3,24816.09,32.5,8.0,0.0,1752218.0,2364670.0,0.0,0.0
5294,612128.0,0,6.5,1831391.0,10.0,2,3,30675.69,28.0,19.0,0.0,1406532.0,2134484.0,0.0,0.0
5295,150172.0,1,7.5,518757.0,7.0,0,3,13487.53,15.0,11.0,0.0,166326.0,392260.0,0.0,0.0
5296,339878.0,0,6.5,846716.0,1.0,2,3,16595.36,15.1,10.0,0.0,299250.0,396440.0,0.0,0.0
5297,752444.0,1,7.0,2320850.0,3.0,0,3,13867.15,5.2,10.0,0.0,363185.0,1343540.0,0.0,0.0
5298,156948.0,1,7.0,3098064.0,4.0,0,5,35369.64,28.4,21.0,0.0,252890.0,611336.0,0.0,0.0
5299,654192.0,0,6.5,2207211.0,8.0,0,3,56835.46,9.0,20.0,0.0,540968.0,1302246.0,0.0,0.0
5300,414942.0,1,7.5,1207127.0,10.0,0,3,23237.19,27.4,15.0,0.0,524571.0,1278750.0,0.0,0.0
5301,347424.0,1,7.0,1312710.0,10.0,2,3,22425.32,13.4,10.0,0.0,302366.0,499444.0,0.0,0.0
5302,325380.0,1,7.5,1217710.0,10.0,0,3,19280.44,15.8,14.0,0.0,794865.0,1000384.0,0.0,0.0
5303,73172.0,1,6.5,1022333.0,10.0,0,2,2785.97,37.5,7.0,0.0,29906.0,66726.0,0.0,0.0
5304,175274.0,1,7.0,1570540.0,10.0,0,3,29709.16,14.2,9.0,0.0,97755.0,238788.0,0.0,0.0
5305,466334.0,0,7.0,1641695.0,10.0,0,3,32560.11,14.3,10.0,0.0,619856.0,765974.0,0.0,0.0
5306,216656.0,1,7.0,1174162.0,5.0,0,5,10439.36,14.8,9.0,0.0,44194.0,208032.0,0.0,0.0
5307,238876.0,1,7.5,767600.0,10.0,2,3,15352.0,20.0,20.0,1.0,286406.0,1147520.0,1.0,0.0
5308,327096.0,0,7.0,1506624.0,7.0,2,3,28374.79,14.8,21.0,0.0,323532.0,761420.0,0.0,0.0
5309,435908.0,0,7.0,1411757.0,7.0,0,3,12470.46,20.5,8.0,0.0,404491.0,708576.0,0.0,0.0
5310,367048.0,0,6.5,813732.0,1.0,2,3,14104.84,15.1,9.0,0.0,137750.0,386166.0,0.0,0.0
5311,439868.0,0,6.0,1899012.0,10.0,0,3,39246.21,16.4,12.0,0.0,395599.0,648824.0,0.0,0.0
5312,765776.0,0,6.5,2834325.0,5.0,1,3,40625.42,16.6,18.0,0.0,1022542.0,1684232.0,0.0,0.0
5313,81752.0,1,7.5,803662.0,6.0,0,5,5270.6,16.0,13.0,0.0,38893.0,283250.0,0.0,0.0
5314,161612.0,1,6.5,933660.0,2.0,2,3,2668.74,14.3,5.0,1.0,75069.0,121066.0,0.0,0.0
5315,327096.0,1,7.5,1981206.0,5.0,2,3,22783.85,13.0,12.0,0.0,148048.0,1279256.0,0.0,0.0
5316,248006.0,1,7.0,1237489.0,4.0,0,3,12993.72,17.1,9.0,0.0,216543.0,322256.0,0.0,0.0
5317,151558.0,1,7.0,1589483.0,10.0,2,2,34703.69,14.9,19.0,0.0,466203.0,629882.0,0.0,0.0
5318,226204.0,0,7.0,930240.0,10.0,0,3,8449.68,33.8,14.0,0.0,720974.0,1154648.0,0.0,0.0
5319,491612.0,1,6.5,858686.0,8.0,1,3,19463.41,18.4,9.0,0.0,657780.0,1010152.0,0.0,0.0
5320,325952.0,0,7.0,1276116.0,2.0,2,3,25841.14,23.9,16.0,0.0,256139.0,646140.0,0.0,0.0
5321,554026.0,0,7.0,1174162.0,10.0,2,3,36124.32,9.9,10.0,0.0,434188.0,571934.0,0.0,0.0
5322,110748.0,1,6.5,1434557.0,10.0,1,6,25941.46,17.6,7.0,0.0,788329.0,1412994.0,0.0,0.0
5323,215578.0,1,7.5,837824.0,10.0,0,5,7749.72,19.4,13.0,0.0,155743.0,394592.0,0.0,0.0
5324,230428.0,1,7.0,1224626.0,6.0,0,3,24492.71,15.6,10.0,1.0,48507.0,137324.0,1.0,0.0
5325,133936.0,1,7.0,963965.0,3.0,0,3,2425.92,20.9,5.0,1.0,56620.0,85140.0,1.0,0.0
5326,437536.0,1,6.5,1174162.0,7.0,0,3,36537.0,33.5,30.0,0.0,563331.0,875534.0,0.0,0.0
5327,222376.0,1,7.5,845025.0,8.0,0,3,14654.13,17.3,13.0,0.0,539619.0,776182.0,0.0,0.0
5328,510950.0,1,7.0,1174162.0,6.0,0,3,27180.45,22.0,14.0,0.0,465348.0,893552.0,0.0,0.0
5329,330704.0,1,7.0,837748.0,2.0,2,3,7400.31,8.6,7.0,0.0,230774.0,368082.0,0.0,0.0
5330,520454.0,0,6.5,1123698.0,10.0,0,3,15263.65,12.7,15.0,0.0,311429.0,398904.0,0.0,0.0
5331,286110.0,1,7.5,1009299.0,10.0,1,3,13802.17,16.1,5.0,0.0,145787.0,330352.0,0.0,0.0
5332,754600.0,1,7.0,1396500.0,10.0,0,3,22227.72,19.4,10.0,0.0,815252.0,1781098.0,0.0,0.0
5333,395120.0,1,7.5,1801029.0,2.0,0,3,23563.61,40.5,8.0,0.0,223117.0,566544.0,0.0,0.0
5334,151712.0,1,7.0,748752.0,5.0,2,3,19654.74,9.3,7.0,0.0,27227.0,108746.0,0.0,0.0
5335,268708.0,1,7.0,1024917.0,10.0,1,3,12726.01,23.0,8.0,0.0,354882.0,495088.0,0.0,0.0
5336,536800.0,1,7.0,1174162.0,10.0,2,11,41.99,28.3,4.0,0.0,1368.0,1588928.0,0.0,0.0
5337,389422.0,1,7.0,1625564.0,10.0,2,3,9130.26,18.7,7.0,2.0,198702.0,332992.0,1.0,1.0
5338,156860.0,1,7.5,1442556.0,10.0,2,3,13343.7,17.0,10.0,0.0,173527.0,418594.0,0.0,0.0
5339,111628.0,1,6.5,1971307.0,10.0,2,11,37142.72,22.4,12.0,0.0,645221.0,756954.0,0.0,0.0
5340,269808.0,1,7.0,1067990.0,2.0,0,3,29814.8,27.8,14.0,1.0,257450.0,346214.0,0.0,1.0
5341,142824.0,1,6.5,1174162.0,4.0,2,3,13714.2,9.9,12.0,0.0,180025.0,641366.0,0.0,0.0
5342,155870.0,1,7.0,1174162.0,7.0,2,3,6326.24,12.2,20.0,0.0,206777.0,1140150.0,0.0,0.0
5343,352462.0,0,7.0,2187850.0,4.0,0,3,40839.74,21.8,14.0,1.0,208240.0,339130.0,0.0,1.0
5344,277002.0,1,7.5,1818452.0,10.0,0,3,44248.91,17.3,13.0,0.0,283689.0,549318.0,0.0,0.0
5345,540386.0,0,7.0,1269390.0,10.0,1,5,21050.86,23.8,17.0,0.0,718105.0,1208570.0,0.0,0.0
5346,396374.0,1,7.0,1371192.0,2.0,2,3,10089.76,13.0,9.0,0.0,347415.0,595078.0,0.0,0.0
5347,270094.0,1,6.5,1174162.0,3.0,0,3,5601.2,12.4,9.0,0.0,228266.0,641520.0,0.0,0.0
5348,263648.0,1,7.0,759012.0,10.0,0,3,20809.56,16.9,9.0,1.0,320701.0,408518.0,1.0,0.0
5349,469898.0,0,7.5,1174162.0,1.0,2,3,3693.03,17.6,13.0,1.0,63973.0,201278.0,1.0,0.0
5350,108306.0,1,7.0,1496440.0,1.0,2,0,10674.58,16.0,5.0,0.0,146661.0,238194.0,0.0,0.0
5351,258962.0,0,7.0,838679.0,10.0,2,3,21036.61,12.5,16.0,1.0,77140.0,620268.0,1.0,0.0
5352,55418.0,1,7.5,1174162.0,10.0,0,5,7481.63,20.7,14.0,0.0,9443.0,607068.0,0.0,0.0
5353,244002.0,1,7.0,1174162.0,10.0,0,0,14638.93,33.0,7.0,0.0,1059345.0,3360544.0,0.0,0.0
5354,111100.0,1,6.5,1439250.0,10.0,0,7,27705.61,17.4,18.0,0.0,327959.0,375606.0,0.0,0.0
5355,440748.0,0,6.5,1294204.0,10.0,0,5,11539.84,17.1,15.0,0.0,239951.0,466972.0,0.0,0.0
5356,328064.0,1,7.5,2549876.0,5.0,0,3,20292.76,13.9,10.0,0.0,432497.0,953876.0,0.0,0.0
5357,265980.0,1,7.0,1014562.0,3.0,0,3,9046.28,15.6,18.0,0.0,252567.0,405614.0,0.0,0.0
5358,475574.0,1,7.0,913805.0,9.0,0,3,14620.88,22.4,13.0,0.0,667033.0,1374296.0,0.0,0.0
5359,523886.0,1,7.5,1174162.0,6.0,0,3,19951.52,25.2,14.0,0.0,435328.0,1961322.0,0.0,0.0
5360,765930.0,0,7.0,1174162.0,2.0,1,3,52918.04,18.5,25.0,0.0,718086.0,1397418.0,0.0,0.0
5361,484968.0,0,6.5,1047090.0,7.0,0,3,16666.23,18.0,11.0,0.0,134710.0,350526.0,0.0,0.0
5362,103862.0,1,7.0,1369501.0,3.0,0,3,32297.53,28.4,15.0,0.0,564528.0,904090.0,0.0,0.0
5363,443652.0,0,6.5,1724193.0,2.0,2,3,18535.07,20.4,11.0,0.0,121505.0,230626.0,0.0,0.0
5364,602492.0,1,7.0,1174162.0,10.0,0,3,32139.64,17.0,9.0,0.0,558676.0,1421750.0,0.0,0.0
5365,263516.0,1,7.5,815537.0,10.0,2,3,10941.72,16.2,11.0,0.0,92815.0,324676.0,0.0,0.0
5366,113058.0,1,7.5,1174162.0,9.0,2,3,2975.59,27.3,10.0,0.0,41591.0,687852.0,0.0,0.0
5367,270842.0,1,6.5,954750.0,8.0,2,11,15833.08,10.9,16.0,0.0,242117.0,759770.0,0.0,0.0
5368,658174.0,0,6.5,1356866.0,10.0,0,11,14360.01,25.9,5.0,0.0,134482.0,291610.0,0.0,0.0
5369,191598.0,1,7.0,488908.0,1.0,2,3,11448.64,10.9,15.0,0.0,188480.0,285274.0,0.0,0.0
5370,224136.0,1,7.5,1174162.0,3.0,0,3,10504.53,17.7,6.0,0.0,230527.0,508420.0,0.0,0.0
5371,251196.0,1,7.0,621167.0,1.0,2,3,13562.01,10.5,14.0,0.0,356725.0,444620.0,0.0,0.0
5372,266926.0,1,7.5,922127.0,6.0,0,3,10066.58,38.3,17.0,0.0,234346.0,673332.0,0.0,0.0
5373,133232.0,1,7.0,907440.0,2.0,2,3,4582.61,10.0,7.0,0.0,116926.0,142076.0,0.0,0.0
5374,107866.0,1,7.5,1174162.0,10.0,0,3,24751.11,22.4,15.0,0.0,50521.0,265914.0,0.0,0.0
5375,215138.0,1,7.0,1174162.0,10.0,2,1,16735.58,17.9,13.0,0.0,16435.0,103488.0,0.0,0.0
5376,172832.0,1,7.0,1174162.0,8.0,0,3,13834.85,22.5,10.0,0.0,58444.0,294272.0,0.0,0.0
5377,133298.0,1,7.5,2666878.0,10.0,0,3,42447.9,17.9,19.0,2.0,71573.0,108878.0,1.0,1.0
5378,127204.0,1,7.0,514482.0,3.0,1,3,13033.43,16.0,7.0,1.0,68704.0,175582.0,1.0,0.0
5379,323048.0,0,6.5,1511203.0,8.0,0,5,14356.4,26.7,15.0,0.0,82042.0,190784.0,0.0,0.0
5380,303446.0,1,7.0,2021638.0,6.0,2,3,10563.05,10.5,4.0,0.0,174154.0,320606.0,0.0,0.0
5381,334686.0,1,7.0,1464501.0,4.0,2,3,19404.7,14.7,15.0,0.0,271415.0,437096.0,0.0,0.0
5382,347512.0,1,7.0,2217319.0,2.0,0,6,22542.74,16.6,20.0,0.0,363546.0,840224.0,0.0,0.0
5383,110528.0,1,7.5,420014.0,2.0,1,3,7805.01,4.8,4.0,0.0,93100.0,172480.0,0.0,0.0
5384,222992.0,1,7.5,616265.0,9.0,1,3,10990.17,21.8,11.0,0.0,290206.0,1513622.0,0.0,0.0
5385,172172.0,1,7.0,1174162.0,1.0,1,11,17904.27,14.7,5.0,0.0,174135.0,312114.0,0.0,0.0
5386,463298.0,1,7.5,5715960.0,1.0,2,3,42250.49,14.6,17.0,0.0,194370.0,511478.0,0.0,0.0
5387,378928.0,0,7.0,745541.0,9.0,0,3,12549.88,14.0,22.0,0.0,287413.0,1023990.0,0.0,0.0
5388,232738.0,1,6.5,1174162.0,10.0,0,3,22554.9,16.8,15.0,0.0,355794.0,899492.0,0.0,0.0
5389,223234.0,1,7.0,1349551.0,1.0,2,3,14620.12,14.0,11.0,0.0,153805.0,191092.0,0.0,0.0
5390,224026.0,0,6.5,1160862.0,6.0,2,3,12769.52,7.5,8.0,0.0,287622.0,501578.0,0.0,0.0
5391,414062.0,0,7.0,795188.0,10.0,0,3,7752.95,25.0,8.0,0.0,331892.0,575300.0,0.0,0.0
5392,265144.0,1,7.5,2862255.0,1.0,0,3,41741.29,19.8,14.0,0.0,398772.0,856658.0,0.0,0.0
5393,759924.0,1,7.0,3750220.0,6.0,0,3,40002.22,16.5,18.0,0.0,656488.0,896412.0,0.0,0.0
5394,367752.0,1,7.5,769956.0,10.0,1,3,12255.19,20.9,7.0,0.0,229026.0,872322.0,0.0,0.0
5395,129140.0,1,7.0,1174162.0,10.0,0,2,16482.88,22.6,7.0,0.0,237234.0,348590.0,0.0,0.0
5396,119856.0,1,7.0,1485496.0,10.0,2,3,8690.22,24.1,11.0,1.0,115026.0,425546.0,1.0,0.0
5397,81862.0,1,7.0,1542154.0,9.0,0,3,25574.19,11.9,9.0,0.0,254448.0,388696.0,0.0,0.0
5398,432608.0,1,7.0,1232929.0,5.0,0,3,2208.94,11.4,4.0,0.0,34922.0,179674.0,0.0,0.0
5399,129250.0,1,7.0,682347.0,5.0,0,3,5623.62,30.2,10.0,0.0,116717.0,351934.0,0.0,0.0
5400,343244.0,0,7.5,1174162.0,6.0,0,3,22059.38,15.5,9.0,0.0,365066.0,666732.0,0.0,0.0
5401,672078.0,1,7.0,1934770.0,5.0,0,3,38211.66,31.3,16.0,0.0,339340.0,683342.0,0.0,0.0
5402,222662.0,1,7.0,538441.0,2.0,2,11,2001.27,8.5,10.0,0.0,48279.0,411092.0,0.0,0.0
5403,326436.0,1,7.5,1541166.0,10.0,0,3,12650.39,12.1,6.0,0.0,678775.0,1024694.0,0.0,0.0
5404,606672.0,0,6.5,1048781.0,10.0,0,3,27268.42,14.3,12.0,0.0,608342.0,1280708.0,0.0,0.0
5405,561616.0,0,7.5,1213758.0,2.0,1,1,17801.67,14.6,13.0,0.0,62415.0,662948.0,0.0,0.0
5406,200090.0,1,7.0,1174162.0,6.0,0,5,27377.86,14.8,13.0,0.0,193306.0,753632.0,0.0,0.0
5407,312224.0,0,7.0,1174162.0,10.0,0,3,9107.84,14.4,13.0,0.0,235790.0,579656.0,0.0,0.0
5408,129558.0,1,6.5,1174162.0,10.0,0,3,4440.68,11.1,10.0,0.0,138719.0,226886.0,0.0,0.0
5409,516274.0,0,6.5,1560565.0,2.0,2,3,21847.91,26.6,33.0,0.0,509276.0,1452462.0,0.0,0.0
5410,174152.0,1,7.0,1174162.0,4.0,2,3,11656.31,9.4,9.0,0.0,86241.0,121924.0,0.0,0.0
5411,224554.0,0,6.5,1027843.0,10.0,2,2,11648.9,18.0,11.0,0.0,135033.0,280720.0,0.0,0.0
5412,243364.0,1,7.0,2660779.0,10.0,0,3,12572.3,32.9,8.0,1.0,176054.0,367972.0,1.0,0.0
5413,104412.0,1,7.0,1174162.0,7.0,2,3,15233.82,13.0,14.0,0.0,53960.0,568084.0,0.0,0.0
5414,596508.0,0,7.0,1547398.0,4.0,0,3,27466.4,24.8,11.0,0.0,133684.0,375694.0,0.0,0.0
5415,305140.0,1,7.5,1430567.0,10.0,0,3,5460.03,15.8,8.0,0.0,248064.0,646932.0,0.0,0.0
5416,567688.0,0,6.5,6388997.0,4.0,0,3,34393.99,47.4,11.0,0.0,258381.0,364408.0,0.0,0.0
5417,355058.0,1,7.0,1839865.0,1.0,2,3,27751.4,13.5,12.0,1.0,125552.0,270710.0,1.0,0.0
5418,306284.0,1,7.5,4345528.0,7.0,0,3,84737.72,22.0,23.0,1.0,2059942.0,2448864.0,0.0,1.0
5419,195976.0,1,7.0,1692558.0,7.0,0,3,19323.38,6.5,19.0,0.0,434739.0,1170664.0,0.0,0.0
5420,66374.0,1,7.0,1708461.0,2.0,0,6,35735.2,27.2,17.0,0.0,530537.0,689458.0,0.0,0.0
5421,267762.0,1,6.5,917377.0,10.0,0,3,19570.76,15.2,12.0,1.0,169024.0,489280.0,1.0,0.0
5422,221782.0,1,7.0,865754.0,1.0,2,3,23808.33,24.3,17.0,1.0,105754.0,228426.0,1.0,0.0
5423,452122.0,0,6.5,976638.0,1.0,1,3,16358.62,34.9,6.0,0.0,607107.0,745470.0,0.0,0.0
5424,75482.0,1,7.0,222547.0,1.0,2,3,4710.67,17.8,7.0,0.0,113335.0,349954.0,0.0,0.0
5425,479644.0,1,7.0,941450.0,10.0,0,3,16083.12,29.1,7.0,0.0,330923.0,517792.0,0.0,0.0
5426,156618.0,1,7.0,695134.0,2.0,0,3,21896.55,33.9,15.0,0.0,472359.0,934956.0,0.0,0.0
5427,493966.0,0,7.5,1174162.0,7.0,0,3,23415.03,11.1,11.0,1.0,102961.0,341616.0,0.0,1.0
5428,44770.0,1,7.0,289997.0,2.0,2,3,715.35,4.7,4.0,0.0,6156.0,80894.0,0.0,0.0
5429,128634.0,1,6.5,463657.0,4.0,0,11,9891.4,8.7,9.0,0.0,76133.0,134178.0,0.0,0.0
5430,334488.0,0,7.0,1174162.0,10.0,0,3,20289.34,22.5,9.0,0.0,280896.0,602316.0,0.0,0.0
5431,109186.0,1,6.5,1174162.0,9.0,2,11,1788.85,21.0,3.0,1.0,49837.0,148368.0,1.0,0.0
5432,150546.0,1,7.0,557232.0,3.0,2,11,3733.5,37.1,8.0,0.0,91466.0,131384.0,0.0,0.0
5433,67320.0,1,7.0,1162686.0,1.0,2,3,12305.16,14.0,9.0,0.0,89775.0,267234.0,0.0,0.0
5434,216194.0,1,7.5,1652411.0,10.0,0,4,12158.86,26.6,13.0,0.0,1406627.0,4996068.0,0.0,0.0
5435,41140.0,1,6.0,1174162.0,1.0,2,6,19697.11,7.1,9.0,0.0,30628.0,305756.0,0.0,0.0
5436,433840.0,1,7.0,1174162.0,5.0,0,3,16996.45,17.2,11.0,0.0,332880.0,1438228.0,0.0,0.0
5437,309870.0,1,7.5,802864.0,6.0,2,3,6516.62,13.4,11.0,0.0,221426.0,680042.0,0.0,0.0
5438,345004.0,1,7.0,1862190.0,3.0,2,3,15269.92,13.7,5.0,0.0,174705.0,247918.0,0.0,0.0
5439,332970.0,1,7.5,2012955.0,1.0,2,3,17110.07,13.8,9.0,0.0,224143.0,459360.0,0.0,0.0
5440,109142.0,1,7.5,965219.0,1.0,2,6,10697.76,18.8,7.0,0.0,1197.0,275044.0,0.0,0.0
5441,109054.0,1,6.5,809970.0,5.0,2,7,1505.18,12.9,9.0,0.0,2698.0,91740.0,0.0,0.0
5442,191664.0,1,7.0,1487928.0,6.0,1,3,5244.95,13.4,8.0,0.0,142082.0,185240.0,0.0,0.0
5443,152196.0,1,7.0,469452.0,5.0,2,3,12909.74,23.0,10.0,1.0,60154.0,139282.0,1.0,0.0
5444,540606.0,0,7.5,1251435.0,8.0,0,3,18875.74,25.5,7.0,0.0,112917.0,227392.0,0.0,0.0
5445,768548.0,0,7.0,1174162.0,5.0,2,7,6803.71,21.8,16.0,0.0,14421.0,1283722.0,0.0,0.0
5446,349250.0,0,6.5,1025164.0,2.0,1,3,24005.93,13.0,17.0,0.0,231762.0,388366.0,0.0,0.0
5447,323268.0,0,7.0,2977984.0,6.0,0,5,25362.53,22.7,16.0,0.0,519118.0,1216776.0,0.0,0.0
5448,179454.0,1,7.0,1162344.0,10.0,0,5,12107.75,36.5,11.0,0.0,106932.0,371844.0,0.0,0.0
5449,58784.0,1,7.0,447203.0,2.0,2,3,10285.65,10.0,8.0,0.0,43681.0,194502.0,0.0,0.0
5450,429880.0,1,7.0,946713.0,10.0,0,3,9151.54,16.0,14.0,0.0,484766.0,1199396.0,0.0,0.0
5451,519024.0,0,7.0,2222563.0,1.0,0,3,27781.99,18.0,19.0,0.0,643872.0,1428218.0,0.0,0.0
5452,269082.0,0,6.0,1174162.0,10.0,0,3,19617.88,10.8,17.0,1.0,399.0,462242.0,1.0,0.0
5453,132704.0,1,7.0,1174162.0,1.0,2,3,12036.69,20.6,8.0,0.0,398791.0,554994.0,0.0,0.0
5454,180268.0,1,7.0,1000863.0,5.0,0,3,15346.49,16.6,9.0,0.0,166022.0,255288.0,0.0,0.0
5455,173052.0,1,7.0,1174162.0,4.0,2,3,9849.41,15.8,11.0,0.0,174800.0,348348.0,0.0,0.0
5456,330506.0,1,7.0,2283420.0,5.0,2,0,22073.06,22.6,13.0,0.0,231135.0,649594.0,0.0,0.0
